id,title,authors,publishedDate,categories,description,averageRating,ratingsCount,source_query
LUVbAAAAMAAJ,Sunset in St. Tropez,Danielle Steel,2002,Fiction,"Taking a vacation together to grieve over the death of one of their group, five friends are dismayed by the ramshackle mansion they find instead of the garden villa they expected, and the unexpected appearance of the new girlfriend of the widowed husband.",4.0,2.0,subject:romance
ZaBBAAAAQBAJ,A Man to Call My Own,Johanna Lindsey,2004-04,Fiction,"Charismatic twins Amanda and Marlan Laton, sent to live with their aunt on a sprawling 1870s Texas ranch, find themselves competing for the love of cowboy neighbor Chad Kinkaid.",,,subject:romance
FU5bPgAACAAJ,Emma,Jane Austen,2012-01-01,England,Classics with legible texts you can actually read at a fantastic price.,,,subject:romance
a2MIDAAAQBAJ,Hillbilly Rockstar,Lorelei James,2014,Fiction,"She's protecting his body and guarding her heart.... Country music star Devin McClain understands there's a downside to life in the public eye, but the laidback Wyoming cowboy has never imagined he'd attract crazed fans who would do anything to garner his attention. When veiled threats become real, he agrees to hire a discreet security detail. But Devin is shocked when that bodyguard is a hard-bodied woman. He's even more stunned to be attracted to the steely-eyed stunner. Former soldier Liberty Masterson's return to civilian life has been fraught with challenges until she lands a job with a prestigious security firm. But when she agrees to provide personal protection during a cross-country tour, she doesn't realize she has signed up to masquerade as the playboy star's girlfriend. Though she's more comfortable in combat boots than high heels, she has no choice but to appear to be the sexy groupie Devin prefers. Living in close quarters causes the chemistry between them to ignite, and Devin realizes he wants to turn their charade of a romance into reality. Although Liberty surrenders to his every whim behind closed doors, she fears the sexy country star doesn't see the real her; and Devin can't help but worry when the tour ends that there might not be enough between them to build something that won't fade away....",,,subject:romance
Aso0uAAACAAJ,Sense and Sensibility,Jane Austen,2012-01-31,Books and reading,Classics with legible texts you can actually read at a fantastic price.,,,subject:romance
ZlAj383-t5QC,Darling Jasmine,Bertrice Small,1997-09,Fiction,"At King James's insistence, Jasmine is to marry Jemmie Leslie. Though they shared a night of unforgettable passion, she is adamant in her refusal to marry. Yet once he sees her again, Jemmie vows to win the elusive Jasmine back . . . and take her beyond ecstasy.",,,subject:romance
3T_6_VUzlRMC,September,Rosamunde Pilcher,1991-07-15,Fiction,""" ... A story of homecomings and heartbreaks, friendships, betrayls, forgiveness, and love.""--Publisher's website.",,,subject:romance
a6VXEAAAQBAJ,The Spanish Love Deception,Elena Armas,2022-02-08,Fiction,"A wedding. A trip to Spain. The most infuriating man. And three days of pretending. Or in other words, a plan that will never work. Catalina Marti ́n, finally, not single. Her family is happy to announce that she will bring her American boyfriend to her sister's wedding. Everyone is invited to come and witness the most magical event of the year. That would certainly be tomorrow's headline in the local newspaper of the small Spanish town I came from. Or the epitaph on my tombstone, seeing the turn my life had taken in the span of a phone call. Four weeks wasn't a lot of time to find someone willing to cross the Atlantic-from NYC and all the way to Spain-for a wedding. Let alone, someone eager to play along with my charade. But that didn't mean I was desperate enough to bring the 6'4 blue eyed pain in my ass standing before me, Aaron Blackford. The man whose main occupation was making my blood boil had just offered himself to be my date. Right after inserting his nose in my business, calling me delusional, and calling himself my best option. See? Outrageous. Aggravating. Blood boiling. And much to my total despair, also right. Which left me with a surly and extra large dilemma in my hands. Was it worth the suffering to bring my colleague and bane of my existence as my fake boyfriend to my sister's wedding? Or was I better off coming clean and facing the consequences of my panic induced lie? Like my abuela would say, que dios nos pille confesados.",5.0,2.0,subject:romance
YpMas4o-SI8C,Princess Daisy,Judith Krantz,1980,Fiction,"She was born Princess Marguerite Alexandrovna Valensky. But everyone called her Daisy. She was a blonde beauty living in a world of aristocrats and countless wealthy. Her father was a prince, a Russian nobleman. Her mother was an American movie goddess. Men desired her. Women envied her. Daisy's life was a fairy tale filled with parties and balls, priceless jewels, money and love. Then, suddenly, the fairy tale ended. And Princess Daisy had to start again, with nothing--except the secret she guarded from the day she was born. ""From the Paperback edition.""",,,subject:romance
OShhkoZC_9wC,A Loving Scoundrel,Johanna Lindsey,2004,Fiction,"Danny grew up on the streets of London as a pickpocket, but Jeremy Malory rescues her and hires her as his upstairs maid.",,,subject:romance
XfkrDAAAQBAJ,Obsidian,Jennifer L. Armentrout,2012-05-08,Juvenile Fiction,"""A Liz Pelletier collection book""--P. [4] of cover.",5.0,1.0,subject:romance
uycf7ReHlYYC,Last Voyage of the Valentina,Santa Montefiore,2006-05-23,Fiction,"""Originally published in Great Britain in 2005 by Hodder and Stoughton""--T.p. verso.",,,subject:romance
cKzD0QEACAAJ,Wuthering Heights,Emily Bront?e,1997,England,,,,subject:romance
-PVWACFDvmEC,Prince Charming,Julie Garwood,1995-02,Fiction,"Beautiful Taylor Baker, whose fiance has eloped with her odious cousin and whose greedy uncle has his own plans for her, escapes to Montana with rough-edged American Lucas Ross.",5.0,1.0,subject:romance
9t_8RAAACAAJ,Jane Eyre,,2010,Children's stories,"Jane Eyre, by Charlotte Bronte, was published in 1847. It tells the story of the orphan Jane Eyre, her terrible schooling and her time as a governess at brooding Thornfield Hall. Here she falls in love with its owner, Mr Rochester - and discovers his terrible secret. Essential Classics is a wonderful new series that offers a quick way into a range of exciting stories. Fast-moving and accessible, each story is a shortened, dramatically illustrated version of the classic novel, which loses none of the strength and flavour of the original. Ages 9+.",,,subject:romance
03WquAAACAAJ,Jane Eyre,Charlotte Brontë,2010,Romance,"Bronte's infamous Gothic novel tells the story of orphan Jane, a child of unfortunate circumstances. Raised and treated badly by her aunt and cousins and eventually sent away to a cruel boarding school, it is not until Jane becomes a governess at Thornfield that she finds happiness. Meek, measured, but determined, Jane soon falls in love with her brooding and stormy master, Mr Rochester, but it is not long before strange and unnerving events occur in the house and Jane is forced to leave Thornfield to pursue her future.",,,subject:romance
pM0sDQAAQBAJ,Thus Bad Begins,Javier Marías,2016,Fiction,"**Named a Best Book of the Year by the Boston Globe and Los Angeles Times** From the internationally acclaimed author of The Infatuations comes the mesmerizing story of a couple living in the shadow of a mysterious, unhappy history--a novel about the cruel, tender punishments we exact on those we love. Madrid, 1980. Juan de Vere, nearly finished with his university degree, takes a job as personal assistant to Eduardo Muriel, an eccentric, once-successful film director. Urbane, discreet, irreproachable, Muriel is an irresistible idol to the young man. But Muriel's voluptuous wife, Beatriz, inhabits their home like an unwanted ghost; and on the periphery of their lives is Dr. Jorge Van Vechten, a family friend implicated in unsavory rumors that Muriel now asks Juan to investigate. As Juan draws closer to the truth, he uncovers only more questions. What is at the root of Muriel's hostility toward his wife? How did Beatriz meet Van Vechten? What happened during the war? Marías leads us deep into the intrigues of these characters, through a daring exploration of rancor, suspicion, loyalty, trust, and the infinitely permeable boundaries between the deceptions perpetrated on us by others and those we inflict upon ourselves.",,,subject:romance
